Title,Price,Size,Rooms,Postcode,URL
2-Zimmer Wohnung Nähe Musiktheater,1070,67,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/2-zimmer-wohnung-naehe-musiktheater-1597333079/
Stadtliebhaber aufgepasst: zentrales Wohnen mit Top-Infrastruktur in naturnahem Umfeld - Loggia mit herrlichem Ausblick!,79951,66,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/stadtliebhaber-aufgepasst-zentrales-wohnen-mit-top-infrastruktur-in-naturnahem-umfeld-loggia-mit-herrlichem-ausblick-933737569/
Provisionsfrei für den MIETER! LENAUTERRASSEN - NEUBAU,1025,57,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/provisionsfrei-fuer-den-mieter-lenauterrassen-neubau-2086241076/
Provisionsfrei für den Mieter! 2-Zimmer-Wohnung mit Loggia und Badewanne in den Lenauterrassen zu vermieten!!,102501,57,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/provisionsfrei-fuer-den-mieter-2-zimmer-wohnung-mit-loggia-und-badewanne-in-den-lenauterrassen-zu-vermieten-1367170206/
Großzügige helle & ruhige DG 4 Zimmer Wohnung im Domviertel,1850,130,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/grosszuegige-helle-ruhige-dg-4-zimmer-wohnung-im-domviertel-1885581619/
3-Zimmer-Stadtwohnung an der Landstraße (unmöbliert),149088,97,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/3-zimmer-stadtwohnung-an-der-landstrasse-unmoebliert-1989232039/
Geförderte 2-Raumwohnung in Linz mit Aufzug zu vermieten!,37758,37,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/gefoerderte-2-raumwohnung-in-linz-mit-aufzug-zu-vermieten-893026493/
Helle Wohnung in Uni-Nähe,950,59,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/helle-wohnung-in-uni-naehe-1393216810/
Kurzzeitmiete ab 1 bis max. 6 Monate - voll ausgestattete Wohnung im Herzen von Linz Urfahr,1050,31,1.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/kurzzeitmiete-ab-1-bis-max-6-monate-voll-ausgestattete-wohnung-im-herzen-von-linz-urfahr-925695045/
"Schillerstraße 55: Hübsche, sonnige Wohnung mit ablösefreier Küche, 64,58m2 WNFL, 3.Stock, Gemeinschaftsgarten!, Nähe Südbahnhofmarkt!",720,65,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/schillerstrasse-55-huebsche-sonnige-wohnung-mit-abloesefreier-kueche-64-58m2-wnfl-3-stock-gemeinschaftsgarten-naehe-suedbahnhofmarkt-1977124954/
Neu renovierte 3-Zimmer-Wohnung mit Balkon in ruhiger Grünlage von Linz-Ebelsberg,950,75,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/neu-renovierte-3-zimmer-wohnung-mit-balkon-in-ruhiger-gruenlage-von-linz-ebelsberg-1999790574/
Erstbezug : Vermiete traumhafte Wohnung in bester Lage inkl. Eigengarten.,980,54,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/erstbezug-vermiete-traumhafte-wohnung-in-bester-lage-inkl-eigengarten-1357512483/
"2-Zimmer Wohnung im Bruckner Tower, Top 10.08 inkl. TG- Stellplatz",103631,49,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/2-zimmer-wohnung-im-bruckner-tower-top-10-08-inkl-tg-stellplatz-878289556/
Wohnen mit einzigartigem Blick auf Linz!,1025,57,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnen-mit-einzigartigem-blick-auf-linz-1436969871/
"Apartment mit Loggia | 3.OG mit Lift | Geräumig, zentral, hochwertig - so wohnt Linz heute | Dein smarter Start in Linz-Urfahr | Friedrichstraße 4",80771,40,1.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/apartment-mit-loggia-3-og-mit-lift-geraeumig-zentral-hochwertig-so-wohnt-linz-heute-dein-smarter-start-in-linz-urfahr-friedrichstrasse-4-1258434516/
Zentral gelegene Großzügige 2 Raum Wohnung mit Balkon,109980,66,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zentral-gelegene-grosszuegige-2-raum-wohnung-mit-balkon-792099812/
"** Ruhige 2-Zimmer Wohnung am Hauptplatz 15-16 , Top 18 **",92064,71,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/-ruhige-2-zimmer-wohnung-am-hauptplatz-15-16-top-18-1751834360/
Schöne 2-Zimmer-Wohnung in Linz - Unionstraße 151 - sofort beziehbar!,68373,60,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/schoene-2-zimmer-wohnung-in-linz-unionstrasse-151-sofort-beziehbar-1773638992/
"Geförderte Neubauwohnungen in generalsanierten Gemäuern - moderne Grundrisse - Zentrale Lage mitten am nachgefragten Bindermichl, Stadlerstraße 3",86266,67,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/gefoerderte-neubauwohnungen-in-generalsanierten-gemaeuern-moderne-grundrisse-zentrale-lage-mitten-am-nachgefragten-bindermichl-stadlerstrasse-3-1819420938/
2-Zimmer Wohnung + Balkon nahe dem Weikerlsee in der Solarcity,850,59,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/2-zimmer-wohnung-balkon-nahe-dem-weikerlsee-in-der-solarcity-1723485057/
"Helle, neu renovierte 3-Zimmer-Wohnung",1100,89,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/helle-neu-renovierte-3-zimmer-wohnung-1323761991/
Lichtdurchflutete 2-Zimmer-Wohnung mit Loggia und Einbauküche in Urfahr zu vermieten!,88794,60,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/lichtdurchflutete-2-zimmer-wohnung-mit-loggia-und-einbaukueche-in-urfahr-zu-vermieten-1387762569/
Klimatisierte 2-Zimmer-Wohnung inkl. Einbauküche und Balkon in Linz nahe Hummelhofwald zu vermieten!,899,52,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/klimatisierte-2-zimmer-wohnung-inkl-einbaukueche-und-balkon-in-linz-nahe-hummelhofwald-zu-vermieten-1648334588/
"Zentrale 3 Zimmer Wohnung in der Wurmstraße 14 Top 001, Linz",76340,61,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zentrale-3-zimmer-wohnung-in-der-wurmstrasse-14-top-001-linz-1276495797/
Perfekt für WG`s - 3 getrennte Zimmer und großzügige Loggia,1309,63,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/perfekt-fuer-wg-s-3-getrennte-zimmer-und-grosszuegige-loggia-892927159/
Ideal für WGs - 3 getrennte Zimmer und hochwertige Einbauküche,1309,63,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ideal-fuer-wgs-3-getrennte-zimmer-und-hochwertige-einbaukueche-793328819/
Perfekt für WG`s - 3 getrennte Zimmer und großzügige Loggia,1330,63,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/perfekt-fuer-wg-s-3-getrennte-zimmer-und-grosszuegige-loggia-1563193273/
Zum gemeinsam leben - moderne 4-Zimmer-Wohnung mit Einbauküche,1330,63,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zum-gemeinsam-leben-moderne-4-zimmer-wohnung-mit-einbaukueche-2108834681/
Ideal für WGs - 3 getrennte Zimmer und hochwertige Einbauküche,1370,63,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ideal-fuer-wgs-3-getrennte-zimmer-und-hochwertige-einbaukueche-845578971/
Zum gemeinsam leben - moderne 4-Zimmer-Wohnung mit Einbauküche,1270,63,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zum-gemeinsam-leben-moderne-4-zimmer-wohnung-mit-einbaukueche-2049149429/
Zum gemeinsam leben - moderne 4-Zimmer-Wohnung mit Einbauküche,1309,63,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zum-gemeinsam-leben-moderne-4-zimmer-wohnung-mit-einbaukueche-1445204937/
High Five: 4-Zimmer Wohnung für Familien oder WGs,1270,63,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/high-five-4-zimmer-wohnung-fuer-familien-oder-wgs-1105083120/
Garconniere Linz-Zentrum,44752,25,1.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/garconniere-linz-zentrum-1278313051/
113 m² Gartenwohnung am Pöstlingberg - Revitalisierter Traum über der Landeshauptstadt!,179799,113,3.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/113-m-gartenwohnung-am-poestlingberg-revitalisierter-traum-ueber-der-landeshauptstadt-1445726783/
LINZ Taubenmarkt: Stadtwohnung in Bestlage auf zwei Etagen mit Dachterrasse,3290,100,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/linz-taubenmarkt-stadtwohnung-in-bestlage-auf-zwei-etagen-mit-dachterrasse-940029426/
3 ZIMMERWOHNUNG MIT BALKON DROUOTSTRASSE/BULGARIEPLATZ,98230,87,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/3-zimmerwohnung-mit-balkon-drouotstrasse-bulgarieplatz-1792436850/
"1 Zimmer Wohnung in der Kudlichstraße 9 002 , Froschberg, nähe Bahnhof",59990,40,1.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/1-zimmer-wohnung-in-der-kudlichstrasse-9-002-froschberg-naehe-bahnhof-1541166961/
"Microflat im Bruckner Tower, Top 10.15",67422,35,1.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/microflat-im-bruckner-tower-top-10-15-2128847584/
3-Zimmer-Wohnung in Linz-Ebelsberg,75442,81,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/3-zimmer-wohnung-in-linz-ebelsberg-1656313020/
"großzügige 4-Zimmer-Wohnung am Bindermichl, lichtdurchfluteter Wohnbereich, Balkon Richtung begrüntem Innenhof, elektrische Raffstores",121337,92,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/grosszuegige-4-zimmer-wohnung-am-bindermichl-lichtdurchfluteter-wohnbereich-balkon-richtung-begruentem-innenhof-elektrische-raffstores-883317830/
Maisonette-Wohnung im Zentrum von Linz zu vermieten,1695,96,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/maisonette-wohnung-im-zentrum-von-linz-zu-vermieten-1637854839/
3-Zimmer-Wohnung am Froschberg (Nähe botanischer Garten & Stadion),128787,89,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/3-zimmer-wohnung-am-froschberg-naehe-botanischer-garten-stadion-1459364096/
Altbauflair trifft moderne Ausstattung! Erstbezug nach Generalsanierung!,89857,54,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/altbauflair-trifft-moderne-ausstattung-erstbezug-nach-generalsanierung-1618627974/
"Zentrum Urfahr, 75m² 2-Zimmer Wohnung in gepflegtem Altbau, möbliert",950,75,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zentrum-urfahr-75m-2-zimmer-wohnung-in-gepflegtem-altbau-moebliert-934563735/
exquisite Mietwohnung im Zentrum von Linz - Jetzt mit VIDEOBESICHTIGUNG auf www.life-real.at,895,69,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/exquisite-mietwohnung-im-zentrum-von-linz-jetzt-mit-videobesichtigung-auf-www-life-real-at-1866989062/
Helle 2 Zimmer Wohnung mit Balkon in der Urfahraner Leonfeldner Straße,927,60,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/helle-2-zimmer-wohnung-mit-balkon-in-der-urfahraner-leonfeldner-strasse-1801677008/
3 Zimmerwohnung mit 2 Balkone und Tiefgaragenplatz ( Coming Soon ab 01.01.2026),1430,66,3.0,2026,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/3-zimmerwohnung-mit-2-balkone-und-tiefgaragenplatz-coming-soon-ab-01-01-2026-1597020036/
Maisonette Wohnung mit Blick auf den Pöstlingberg mit neuer Küche,1340,83,3.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/maisonette-wohnung-mit-blick-auf-den-poestlingberg-mit-neuer-kueche-1732917126/
"Mietwohnungen inkl. energiesparendem Klimasystem mit Wärmepumpenanlage, Deckenkühlung, Erdspeicher und Solaranlage am sicheren u. nachgefragten Bindermichl",96150,78,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/mietwohnungen-inkl-energiesparendem-klimasystem-mit-waermepumpenanlage-deckenkuehlung-erdspeicher-und-solaranlage-am-sicheren-u-nachgefragten-bindermichl-1993199104/
Zentrum/Urfahr - gemütliche 78m²-Wohnung mit Eigengarten,92420,78,3.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zentrum-urfahr-gemuetliche-78m-wohnung-mit-eigengarten-1873525857/
Großzügige 2-Zimmer-Wohnung mit Loftcharakter in Linz nähe Wifi zu vermieten! (Top 26),129496,101,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/grosszuegige-2-zimmer-wohnung-mit-loftcharakter-in-linz-naehe-wifi-zu-vermieten-top-26-1049897829/
Moderne 2-Zimmer-Wohnung mit Einbauküche in zentraler Lage von Linz,65066,49,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/moderne-2-zimmer-wohnung-mit-einbaukueche-in-zentraler-lage-von-linz-1858190370/
XXL-Eckbalkon - nachhaltiges Wohnen dank effizientem Energiekonzept mit Deckentemperierung in großzügiger 3-Raum-Wohnung,121738,83,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/xxl-eckbalkon-nachhaltiges-wohnen-dank-effizientem-energiekonzept-mit-deckentemperierung-in-grosszuegiger-3-raum-wohnung-1405440556/
ERSBEZUG! Moderne Wohnung mit 3 getrennte Zimmer und Wohnküche im 16.OG,1290,63,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ersbezug-moderne-wohnung-mit-3-getrennte-zimmer-und-wohnkueche-im-16-og-2007602289/
Wohnen über den Dächern von Linz - ideale 2 Zi-Wohnung!,975,43,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnen-ueber-den-daechern-von-linz-ideale-2-zi-wohnung-1385802735/
BALKONTRAUM IN LINZ,63182,51,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/balkontraum-in-linz-1265261246/
Moderna,937,74,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/moderna-1825909626/
2-Zimmer Mietwohnung Nähe Stadtzentrum,823,64,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/2-zimmer-mietwohnung-naehe-stadtzentrum-1515998939/
Super Lage zwischen Südbahnhof und KUK!,79967,56,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/super-lage-zwischen-suedbahnhof-und-kuk-1297738538/
Erstbezug: Lichtdurchflutetes Penthouse mit Panorama-Ausblick,170077,89,4.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/erstbezug-lichtdurchflutetes-penthouse-mit-panorama-ausblick-775625115/
Zentrale Wohnung in Ebelsberg,82635,71,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zentrale-wohnung-in-ebelsberg-1282277425/
"Großzügige Altbauwohnung mit Terrasse und Wintergarten, ca. 155 m2, sehr zentrale Lage",2200,155,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/grosszuegige-altbauwohnung-mit-terrasse-und-wintergarten-ca-155-m2-sehr-zentrale-lage-1412465285/
Stadtwohnung | Wohnen mit System | 1 Zimmer im 2.OG | Friedrichstraße 4 | Terminbuchung online | ab sofort verfügbar,82993,39,1.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/stadtwohnung-wohnen-mit-system-1-zimmer-im-2-og-friedrichstrasse-4-terminbuchung-online-ab-sofort-verfuegbar-1590685642/
Großzügige 3 Zimmer-Altbauwohnung mit Küche - Nähe Landstraße!,1374,120,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/grosszuegige-3-zimmer-altbauwohnung-mit-kueche-naehe-landstrasse-1537590378/
"Tolle Innenhof, viel Platz, Wohnküche",92631,79,3.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/tolle-innenhof-viel-platz-wohnkueche-1769807425/
MAISONETTEWOHNUNG NÄHE BULGARIPLATZ/LINZ,1177,99,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/maisonettewohnung-naehe-bulgariplatz-linz-846967278/
"LINZ (Schörgenhubstraße): Perfekt aufgeteilte WOHNUNG mit ca. 55,38 m² Wohnfläche + BALKON ca. 4,9 m²",690,38,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/linz-schoergenhubstrasse-perfekt-aufgeteilte-wohnung-mit-ca-55-38-m-wohnflaeche-balkon-ca-4-9-m-1765287288/
"Nahe Medcampus! Sehr coole 3,5 Raum Dachgeschoßwohnung mit Balkon zum ruhigen Innenhof !",149990,78,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/nahe-medcampus-sehr-coole-3-5-raum-dachgeschosswohnung-mit-balkon-zum-ruhigen-innenhof-1868865224/
Gediegene 2-Raum Wohnung in einem attraktiven Stadtviertel (Linz/ Stockhofviertel) mit vielseitiger Infrastruktur!,81128,52,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/gediegene-2-raum-wohnung-in-einem-attraktiven-stadtviertel-linz-stockhofviertel-mit-vielseitiger-infrastruktur-1022987007/
"Preiswerte 4,5-Zimmer-Wohnung in Linzer Bestlage zu vermieten!",1177,108,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/preiswerte-4-5-zimmer-wohnung-in-linzer-bestlage-zu-vermieten-1626329881/
"LINZ-URFAHR (Katzbach) Mietwohnung ca.73 m² Wohnfläche, 3 Zimmer + Galerie und verglaster Loggia",109023,73,3.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/linz-urfahr-katzbach-mietwohnung-ca-73-m-wohnflaeche-3-zimmer-galerie-und-verglaster-loggia-955606693/
Familienfreundliche 4-Zimmer-Wohnung mit riesiger Freifläche in Linz nähe Wifi zu vermieten! (Top 71),154978,108,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/familienfreundliche-4-zimmer-wohnung-mit-riesiger-freiflaeche-in-linz-naehe-wifi-zu-vermieten-top-71-1754094621/
Herbstaktion erstes Monat mietfrei! Lichtdurchflutete 2-Zimmer-Wohnung mit Loggia - ab sofort beziehbar,77712,68,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/herbstaktion-erstes-monat-mietfrei-lichtdurchflutete-2-zimmer-wohnung-mit-loggia-ab-sofort-beziehbar-1482862629/
"Ihr neues Zuhause mitten in Ebelsberg - Wohlfühlen im urbanen Zentrum, mit Blick ins Grüne",136950,81,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ihr-neues-zuhause-mitten-in-ebelsberg-wohlfuehlen-im-urbanen-zentrum-mit-blick-ins-gruene-1444599798/
Lichtdurchflutete Dachgeschosswohnung mit Loggia - wohnen über den Dächern der Linzer Hauptstraße!,163350,96,4.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/lichtdurchflutete-dachgeschosswohnung-mit-loggia-wohnen-ueber-den-daechern-der-linzer-hauptstrasse-1038658339/
6650/28524,121738,83,3.0,6650,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/xxl-eckbalkon-nachhaltiges-wohnen-dank-effizientem-energiekonzept-mit-deckentemperierung-in-grosszuegiger-3-raum-wohnung-1405440556/
6650/28484,133255,95,4.0,6650,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/neubauprojekt-erstbezug-am-bindermichl-4-zimmer-2-x-sonnenbalkon-hochwertige-ausstattung-deckenkuehlung-fussbodenheizung-elektr-raffstores-1449874604/
6650/28537,121337,92,4.0,6650,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/grosszuegige-4-zimmer-wohnung-am-bindermichl-lichtdurchfluteter-wohnbereich-balkon-richtung-begruentem-innenhof-elektrische-raffstores-883317830/
6650/28461,114067,74,3.0,6650,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohlfuehlwohnen-mit-kleinem-oekologischen-fussabdruck-3-zimmer-wohnung-mit-grossem-balkon-2041690019/
6650/28544,104467,66,3.0,6650,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/einladend-modern-komfort-trifft-funktionalitaet-ideale-raumaufteilung-mit-grosszuegigen-eckbalkon-2074556485/
"Linz Zentrum - 3-Zimmer-Wohnung (78 m²), generalsaniert mit neuer Küche",1198,78,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/linz-zentrum-3-zimmer-wohnung-78-m-generalsaniert-mit-neuer-kueche-847770456/
"Garçonnière mit Balkon in Linz, Stockhofstraße 32",55131,37,1.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/garconniere-mit-balkon-in-linz-stockhofstrasse-32-1335491306/
Wohnen mit einzigartigem Blick auf Linz!,980,57,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnen-mit-einzigartigem-blick-auf-linz-1833278485/
"Familientaugliche Neubau 3- Zimmer Wohnung mit Küche, Balkon & Tiefgaragenparkplatz",122248,83,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/familientaugliche-neubau-3-zimmer-wohnung-mit-kueche-balkon-tiefgaragenparkplatz-1112233784/
"Hochwertige Neubau 2 ZI-Wohnung mit Küche, Balkon & Tiefgaragenparkplatz",98336,64,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/hochwertige-neubau-2-zi-wohnung-mit-kueche-balkon-tiefgaragenparkplatz-1476447115/
Ideale 2-Zimmer Wohnung in der Drouotstraße 4 zu vermieten - Top 02,65748,51,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ideale-2-zimmer-wohnung-in-der-drouotstrasse-4-zu-vermieten-top-02-1573975334/
