Title,Price,Size,Rooms,Postcode,URL
Neuwertige 2-Zimmer-Wohnung mit großer Terrasse in Linz/Ebelsberg,89731,56,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/neuwertige-2-zimmer-wohnung-mit-grosser-terrasse-in-linz-ebelsberg-1121209753/
Moderne 3-Zi Wohnung in der Raimundstraße mit hofseitigem Balkon,99575,79,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/moderne-3-zi-wohnung-in-der-raimundstrasse-mit-hofseitigem-balkon-1992207306/
Ihr neues Zuhause mit Wohlfühlblick - Genießen Sie eine traumhafte Aussicht mit wunderschönen Sonnenuntergängen - Ideal für Singles oder Paare!,78349,55,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ihr-neues-zuhause-mit-wohlfuehlblick-geniessen-sie-eine-traumhafte-aussicht-mit-wunderschoenen-sonnenuntergaengen-ideal-fuer-singles-oder-paare-1458796956/
WOHNEN IM 20.OG! Erstbezugswohnung mit Einbauküche ++ 3 getrennte Zimmer und Wohnküche ++,1370,63,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnen-im-20-og-erstbezugswohnung-mit-einbaukueche-3-getrennte-zimmer-und-wohnkueche-2059210482/
ERSBEZUG! Moderne Wohnung mit 3 getrennte Zimmer und Wohnküche im 16.OG,1290,63,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ersbezug-moderne-wohnung-mit-3-getrennte-zimmer-und-wohnkueche-im-16-og-893992983/
"3,5 Zimmer Erdgeschoßwohnung mit 68m²",989,68,3.5,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/3-5-zimmer-erdgeschosswohnung-mit-68m-838428668/
Ruhige 2-Zimmer-Wohnung mit hofseitigem Balkon - verfügbar ab Jänner 2026,84588,56,2.0,2026,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ruhige-2-zimmer-wohnung-mit-hofseitigem-balkon-verfuegbar-ab-jaenner-2026-1365146559/
Mietwohnung Gmeinerweg 10-5,70626,61,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/mietwohnung-gmeinerweg-10-5-1597894309/
"Charmante Garconniere im Zentrum von Linz - ruhig, hell & provisionsfrei | Ab Dezember verfügbar | Ideal für Studierende & Singles",42098,31,1.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/charmante-garconniere-im-zentrum-von-linz-ruhig-hell-provisionsfrei-ab-dezember-verfuegbar-ideal-fuer-studierende-singles-1220819291/
KURZZEITMIETE - vollausgestattetes Apartment zum Fixpreis (monatlich kündbar),1099,42,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/kurzzeitmiete-vollausgestattetes-apartment-zum-fixpreis-monatlich-kuendbar-1918552667/
High Five: Coole und sonnige Loftwohnungen mit Loggia und Panoramaaussicht,790,40,1.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/high-five-coole-und-sonnige-loftwohnungen-mit-loggia-und-panoramaaussicht-933596358/
GENERALSANIERTE 1-Zimmerwohnung nähe Volksgarten (Top 7),63749,49,1.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/generalsanierte-1-zimmerwohnung-naehe-volksgarten-top-7-1225543518/
"Stilvoll wohnen über den Dächern von Linz, 138 m² WNFL + 10 m² Dachterrasse, 4 Zimmer, Küche möbliert, Parkplatz optional!",176083,138,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/stilvoll-wohnen-ueber-den-daechern-von-linz-138-m-wnfl-10-m-dachterrasse-4-zimmer-kueche-moebliert-parkplatz-optional-1663090930/
Exklusive Dachgeschosswohnung mit Fernblick - urbanes Wohnen auf höchstem Niveau,1450,110,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/exklusive-dachgeschosswohnung-mit-fernblick-urbanes-wohnen-auf-hoechstem-niveau-1881336891/
Luxuswohnung in Bestlage zu vermieten - Kompakte 2-Zimmer-Wohnung mit Terrasse,1389,40,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/luxuswohnung-in-bestlage-zu-vermieten-kompakte-2-zimmer-wohnung-mit-terrasse-1080332505/
Moderne 2 Zimmer-Wohnung mit Küche und Balkon - TG-Plätze verfügbar,79001,42,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/moderne-2-zimmer-wohnung-mit-kueche-und-balkon-tg-plaetze-verfuegbar-1176048815/
Schöne Altbauwohnung Nähe Volksgarten Landstraße Linz,86583,77,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/schoene-altbauwohnung-naehe-volksgarten-landstrasse-linz-1777443404/
Casa Carlone: Vollmöblierte Design-Wohnung in Linz!,143127,70,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/casa-carlone-vollmoeblierte-design-wohnung-in-linz-1920290901/
"In Linzer Bahnhofsnähe! Großzügige 3,5 Zimmer-Wohnung mit Balkon zu vermieten!",109366,92,3.5,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/in-linzer-bahnhofsnaehe-grosszuegige-3-5-zimmer-wohnung-mit-balkon-zu-vermieten-878774671/
Die perfekten Wohnungen - TOP 26,82901,50,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/die-perfekten-wohnungen-top-26-2050282139/
"Studenten-WGs in der City, Wurmstraße 14, Linz-Zentrum",1099,93,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/studenten-wgs-in-der-city-wurmstrasse-14-linz-zentrum-974340022/
3- Raum Wohnung in Urfahr,68150,71,3.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/3-raum-wohnung-in-urfahr-994125274/
ERSTBEZUG - Helle 2-Zimmer-Wohnung mit Balkon & Eigengarten,929,47,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/erstbezug-helle-2-zimmer-wohnung-mit-balkon-eigengarten-1685416976/
Charmante Loggiawohnung Nahe dem Brucknerhaus,107160,71,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/charmante-loggiawohnung-nahe-dem-brucknerhaus-1252658243/
Top Lage: Sanierte 2-Zimmerwohnung am Froschberg mit neuer Küche,800,59,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/top-lage-sanierte-2-zimmerwohnung-am-froschberg-mit-neuer-kueche-1454470756/
Neu sanierte 2-Zimmer-Wohnung mit Balkon,689,47,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/neu-sanierte-2-zimmer-wohnung-mit-balkon-776737395/
"Makartstraße 8,3: Single/Paar: Schöne DG-Wohnung, 2 Zimmer, 42.06m2 WNFL und ausgebautem Spitzboden mit 35,44m2,3.Stock, Parkplätze!",635,77,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/makartstrasse-8-3-single-paar-schoene-dg-wohnung-2-zimmer-42-06m2-wnfl-und-ausgebautem-spitzboden-mit-35-44m2-3-stock-parkplaetze-1800599410/
"Gartenwohnung! Lichtdurchflutete 2,5-Zimmer-Wohnung mit voll ausgestatteter Einbauküche in Linz zu vermieten!",95972,55,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/gartenwohnung-lichtdurchflutete-2-5-zimmer-wohnung-mit-voll-ausgestatteter-einbaukueche-in-linz-zu-vermieten-1183810776/
"Gemütliche Wohnung in zentraler Lage (Linz Innenstadt, 40 Min zur Uni)",1005,60,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/gemuetliche-wohnung-in-zentraler-lage-linz-innenstadt-40-min-zur-uni-2067452365/
"geförderte 2-Raum MIETKAUF Wohnung in Linz, Neubauzeile Top 139",673,53,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/gefoerderte-2-raum-mietkauf-wohnung-in-linz-neubauzeile-top-139-1746468189/
Renovierte 3 Zimmer-Altbau-Wohnung mit Küche in bester City-Lage - Nähe Landstraße,109120,84,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/renovierte-3-zimmer-altbau-wohnung-mit-kueche-in-bester-city-lage-naehe-landstrasse-1350852725/
Schöne 82m2 Wohnung in Pichling am See!,947,83,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/schoene-82m2-wohnung-in-pichling-am-see-1281522293/
Traumhafte Penthouse Wohnung am Auberg in Linz-Urfahr - Ihr neues Zuhause wartet!,1811,104,3.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/traumhafte-penthouse-wohnung-am-auberg-in-linz-urfahr-ihr-neues-zuhause-wartet-1818599236/
"4040 Urfahr, Leonfeldnerstr.283: Einfache 4 Zimmerwohnung, 81m2 WNFL, ablösefreie Küche, Balkon, DG, 2.Stock",67881,81,4.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/4040-urfahr-leonfeldnerstr-283-einfache-4-zimmerwohnung-81m2-wnfl-abloesefreie-kueche-balkon-dg-2-stock-1116997495/
"Helle 3,5-Zimmer-Wohnung mit Wintergarten & Loggia",130227,107,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/helle-3-5-zimmer-wohnung-mit-wintergarten-loggia-890001160/
Innenstadtdachgeschoßwohnung,74241,70,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/innenstadtdachgeschosswohnung-861390510/
EXKLUSIVE DESIGNER MAISONETTE LINZER ZENTRUMSLAGE -TERRASSE,2110,120,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/exklusive-designer-maisonette-linzer-zentrumslage-terrasse-1072005266/
Lichtdurchflutete 2-Zimmer-Wohnung mit Loft-Flair und großzügiger Terrasse in Linz nähe Wifi zu vermieten! (Top 65),139902,101,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/lichtdurchflutete-2-zimmer-wohnung-mit-loft-flair-und-grosszuegiger-terrasse-in-linz-naehe-wifi-zu-vermieten-top-65-2029262274/
High Five: 2-Zimmer Wohnungen inkl. Küche im 18.Stock,810,37,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/high-five-2-zimmer-wohnungen-inkl-kueche-im-18-stock-1514897829/
"High Five: Helle 2-Zimmer-Wohnung mit Loggia, Neubau",820,45,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/high-five-helle-2-zimmer-wohnung-mit-loggia-neubau-1845929459/
Gartenwohnung im Palais Löwenfeld!,125435,79,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/gartenwohnung-im-palais-loewenfeld-1198098936/
Central,750,35,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/central-1265090217/
WOHNEN AUF ZEIT möglich / komplette Ausstattung,1800,53,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnen-auf-zeit-moeglich-komplette-ausstattung-1156346795/
Vermiete eine 68 m2 Wohnung in der Salzburgerstraße/ Neue Heimat,689,68,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/vermiete-eine-68-m2-wohnung-in-der-salzburgerstrasse-neue-heimat-1170570037/
"Wohnung 77,64 m² in Urfahr, Aubergstr.9, bei Frisör am Berg - Befristeter Mietvertrag ab 02.08.2026",1090,64,3.0,2026,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnung-77-64-m-in-urfahr-aubergstr-9-bei-frisoer-am-berg-befristeter-mietvertrag-ab-02-08-2026-1373866973/
Sensationelle Maisonette-Innenstadtwohnung nahe dem Volksgarten und Musiktheater!,151243,113,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/sensationelle-maisonette-innenstadtwohnung-nahe-dem-volksgarten-und-musiktheater-2091077378/
Wohnung in zentraler Lage,119653,62,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnung-in-zentraler-lage-1261285923/
Perfekte ruhige 3-Zimmerneubauwohnung mit großem Balkon,110438,74,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/perfekte-ruhige-3-zimmerneubauwohnung-mit-grossem-balkon-1633272691/
Große 3-Zimmer Dachgeschosswohnung in der Linzer Innenstadt!,1399,99,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/grosse-3-zimmer-dachgeschosswohnung-in-der-linzer-innenstadt-1715747809/
"Traumhaftes 3,5-Zimmer-Maisonette-Penthouse mit Balkon und Terrasse",199870,147,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/traumhaftes-3-5-zimmer-maisonette-penthouse-mit-balkon-und-terrasse-2089847999/
Modernes Wohnen im Herzen von Linz,889,53,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/modernes-wohnen-im-herzen-von-linz-1298210571/
Die perfekten Wohnungen für moderne Wohnzwecke - TOP 8,1276,84,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/die-perfekten-wohnungen-fuer-moderne-wohnzwecke-top-8-1081680911/
Die perfekten Wohnungen für moderne Ansprüche - TOP 10,83633,52,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/die-perfekten-wohnungen-fuer-moderne-ansprueche-top-10-1656575761/
Die perfekte Wohnung für moderne Ansprüche - TOP 23,92510,59,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/die-perfekte-wohnung-fuer-moderne-ansprueche-top-23-1255635411/
Tolle Wohnung in zentraler Lage - TOP 35,94895,62,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/tolle-wohnung-in-zentraler-lage-top-35-1307589594/
Exklusive Innenstadtwohnung mit Dachterrasse & Klimaanlage - Blick auf den Pöstlingberg,92679,50,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/exklusive-innenstadtwohnung-mit-dachterrasse-klimaanlage-blick-auf-den-poestlingberg-1387760557/
Wohnen im Zentrum von Linz,890,62,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnen-im-zentrum-von-linz-952675480/
"Ruhige 2-Zimmer Wohnung sehr zentral, ab dem 01.02.2026 zu mieten",83166,60,2.0,2026,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ruhige-2-zimmer-wohnung-sehr-zentral-ab-dem-01-02-2026-zu-mieten-1951951214/
Gut aufgeteilte 2-Zimmer-Wohnung inkl. Loggia am Pöstlingberg/Linz zu vermieten!,798,53,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/urfahr-umgebung/gut-aufgeteilte-2-zimmer-wohnung-inkl-loggia-am-poestlingberg-linz-zu-vermieten-1127994437/
"Ökologisches Wohnen im Baumhaus JKU Nähe, inkl 2 Parkplätze E-Ladestation möglich",1690,112,4.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/oekologisches-wohnen-im-baumhaus-jku-naehe-inkl-2-parkplaetze-e-ladestation-moeglich-1017669070/
"Panoramaausblick auf Linz! Exklusive, 3-Raumwohnung mit Loggia im Zentrum von Linz! Erstbezug!",149817,68,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/panoramaausblick-auf-linz-exklusive-3-raumwohnung-mit-loggia-im-zentrum-von-linz-erstbezug-884453305/
Sonnige 2-Zimmer-Wohnung mit großzügiger Terrasse in Linz nähe Hummelhofwald zu vermieten!,99325,55,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/sonnige-2-zimmer-wohnung-mit-grosszuegiger-terrasse-in-linz-naehe-hummelhofwald-zu-vermieten-851754351/
LENAUTERRASSEN - Moderne 2-Zimmer-Wohnung mit riesigem Balkon in der Lenauterrassen zu vermieten! PROVISIONSFREI für den Mieter!,975,57,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/lenauterrassen-moderne-2-zimmer-wohnung-mit-riesigem-balkon-in-der-lenauterrassen-zu-vermieten-provisionsfrei-fuer-den-mieter-1857209160/
Geförderte 2-Raum-Wohnung in Linz/Neue Welt mit Aufzug zu vermieten!,43032,42,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/gefoerderte-2-raum-wohnung-in-linz-neue-welt-mit-aufzug-zu-vermieten-1120716887/
Französischer Flair: 57m² Single-/ Pärchenwohnung - in Linz!,88650,57,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/franzoesischer-flair-57m-single-paerchenwohnung-in-linz-1161149763/
Altbauwohnung in Donaunähe zu vermieten,129008,100,5.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/altbauwohnung-in-donaunaehe-zu-vermieten-858282263/
Geräumige 4-Zimmer Wohnung mit Wohlfühlfaktor - Wohnung mit großem Balkon & Kachelofen in Pichling,1295,113,4.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/geraeumige-4-zimmer-wohnung-mit-wohlfuehlfaktor-wohnung-mit-grossem-balkon-kachelofen-in-pichling-1728881030/
Terrassenwohnung im Herzen von Linz,1050,60,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/terrassenwohnung-im-herzen-von-linz-1419034878/
Freundliche und helle GWG-Wohnung im Poschacherpark,926,72,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/freundliche-und-helle-gwg-wohnung-im-poschacherpark-2145813531/
HELLE 2-ZIMMERWOHNUNG NÄHE HAUPTBAHNHOF,66084,62,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/helle-2-zimmerwohnung-naehe-hauptbahnhof-1604406454/
"Wunderschöne Wohnung mit toller Terrasse Eibenweg, Linz/ Urfahr",139893,90,3.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wunderschoene-wohnung-mit-toller-terrasse-eibenweg-linz-urfahr-1200469650/
Schöne 2 Zimmerwohnung nähe Schillerpark,690,45,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/schoene-2-zimmerwohnung-naehe-schillerpark-1209097976/
"Modernes, zentrales Wohnen mit Balkon - 2-Zimmer-Wohnung",799,48,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/modernes-zentrales-wohnen-mit-balkon-2-zimmer-wohnung-1025057223/
vollmöblierte Wohnung mit Balkon,590,25,1.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/vollmoeblierte-wohnung-mit-balkon-2004286914/
Exklusive Wohnung mit Charme in ruhiger Lage am Bindermichl,139992,123,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/exklusive-wohnung-mit-charme-in-ruhiger-lage-am-bindermichl-938488838/
WOHNEN UND ARBEITEN IN ZENTRUMSLAGE,1810,118,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnen-und-arbeiten-in-zentrumslage-1197064516/
1-Zimmer Wohnung in perfekter Lage und mit Loggia,580,30,1.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/1-zimmer-wohnung-in-perfekter-lage-und-mit-loggia-777890709/
ca. 85 m² Maisonnette 2-Zi. WOHNUNG - Wohnstudio - mit 15 m2 Terrasse,945,85,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ca-85-m-maisonnette-2-zi-wohnung-wohnstudio-mit-15-m2-terrasse-986369222/
Charmante Innenstadtwohnung mit großem Balkon,73830,40,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/charmante-innenstadtwohnung-mit-grossem-balkon-1069821486/
Singlewohnung modern voll möbliert,770,54,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/singlewohnung-modern-voll-moebliert-815136328/
"Perfectly connected 2-room-flat, close to University - Schöne 2-Zimmer-Wohnung mit Einbauküche in Linz",720,33,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/perfectly-connected-2-room-flat-close-to-university-schoene-2-zimmer-wohnung-mit-einbaukueche-in-linz-838793536/
Familientraum Muldenstr. möblierte 2-Zi-Wohnung,84862,70,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/familientraum-muldenstr-moeblierte-2-zi-wohnung-1903185642/
Exklusive 2-Zimmer-Stilaltbauwohnung in bester Lage,890,78,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/exklusive-2-zimmer-stilaltbauwohnung-in-bester-lage-1593886741/
Helle | Großzügige 2 Zimmerwohnung mit Wintergarten + Loggia! Inkl. TG & neuer Küche!,97950,76,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/helle-grosszuegige-2-zimmerwohnung-mit-wintergarten-loggia-inkl-tg-neuer-kueche-1368576235/
Ruhiges Wohnen im Zentrum von Urfahr mit Eigengarten,1100,59,3.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ruhiges-wohnen-im-zentrum-von-urfahr-mit-eigengarten-1800321949/
"Zum verlieben! Altbauwohnung Klassiker! Sehr großzügig, 3,5 Zimmer.",154344,117,3.5,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zum-verlieben-altbauwohnung-klassiker-sehr-grosszuegig-3-5-zimmer-1904872152/
Kurzzeitmiete Top City Lage mit Traumbalkon,1790,50,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/kurzzeitmiete-top-city-lage-mit-traumbalkon-1912501096/
Penthouse in Urfahr mit großer Dachterrasse und Blick auf den Pöstlingberg,183128,104,3.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/penthouse-in-urfahr-mit-grosser-dachterrasse-und-blick-auf-den-poestlingberg-1037811626/
"Erstbezug! Toplage! Traumausblick! Sehr großzügige 2,5 Zimmer Wohnung mit Loggia und Einbauküche!",139755,68,2.5,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/erstbezug-toplage-traumausblick-sehr-grosszuegige-2-5-zimmer-wohnung-mit-loggia-und-einbaukueche-1504512619/
Stilvolle Maisonette-Mietwohnung mit Balkon im Herzen von Linz/Ebelsberg,1290,130,4.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/stilvolle-maisonette-mietwohnung-mit-balkon-im-herzen-von-linz-ebelsberg-1034771954/
charmante 86m2 Stadtwohnung in Linz,1299,86,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/charmante-86m2-stadtwohnung-in-linz-1020704317/
"Mind. 30 Tage Kurzzeit Miete, Möblierte Wohnung inkl. Internet, Strom",1490,61,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/mind-30-tage-kurzzeit-miete-moeblierte-wohnung-inkl-internet-strom-872137185/
